numsats,altitude,inclination,d_az,d_el,chirp bw,pulse width,cost,max revisit,snez,speckle noise
4,366.914875819118,67.7712059051365,14.9762386706635,11.7339760571779,1060041.43226227,55.0351644050817,943.095129137833,13.646871002337,-60.14,-681.838946913383
3,995.171312211183,79.9591401495514,8.02081772799141,9.19384535149002,76918426.2251232,1.63976590385051,419.156300132594,7.06301916537828,-10.54,-101117.346680823
4,348.463336187211,68.3647875647399,14.6530882325512,14.4373207711864,1136611.26021053,52.6806722637019,1201.73810960291,14.5375954629627,-63.21,-744.784368167767
5,949.713988527773,58.9137506950221,12.2559420988845,9.11106014865857,76667494.0181725,53.3117695024347,611.645022189758,2.49265373459128,-26.61,-65600.4408349624
3,995.171312211183,82.8187691217004,8.02541111898216,13.0211904151681,77076232.1267077,39.0063927916801,440.858916958369,7.14646532141259,-25.96,-101117.346680823
5,303.545705675603,86.3724050502418,11.5868310429175,13.3562766636259,11526424.5317077,49.8315612208908,3153.39177956444,15.8362469167916,-52.46,-9492.48432553526
5,303.545705675603,86.5756338512785,11.247867247741,12.475400380758,1896387.67587097,69.1126996242445,3135.58927720984,17.7959921200699,-59.63,-1611.25454857159
1,889.629889499051,83.6041221987394,11.0962528275503,8.04906533044415,79621401.8370405,8.49762606229265,195.035040358387,12.513006731919,-19.89,-74398.1192155462
1,912.932846494425,88.7051746711494,9.27231667612696,13.8913755410865,33852944.726429,8.49762606229265,264.042078328791,10.1265561379385,-27.46,-38045.2357853488
5,329.18848475953,86.0349743788125,14.5599406201048,14.4637269950245,5953861.07321983,68.8184311595984,1883.89843650581,12.2380524103314,-56.9,-3918.34789913859
5,912.932846494425,77.461491867331,9.27231667612696,7.83281777076795,79611570.9861561,6.02576828139653,582.567555509208,5.63947945106133,-16.32,-89461.442118447
5,313.438177340068,67.2495175687835,11.960822908589,14.5967849224081,10244223.6638189,53.1895740502891,2256.47743501457,15.6713349145831,-53.78,-8182.77035873265
4,366.916550650231,67.7712059051365,14.8676831277452,11.7501656752623,73689230.6468985,55.0351644050817,843.608042862522,13.646871002337,-41.67,-47734.0639827394
5,312.289853936917,78.8659988019573,14.7195451124966,14.4671854389357,7333987.1093393,68.8184311595984,2377.44536154377,12.8826889169298,-56.93,-4764.64102718037
5,987.415901172036,79.9561723850447,8.17149565115328,11.3521137843142,76899783.9969743,1.63976590385051,496.936970971204,3.94035859342815,-13.26,-98771.2852119632
5,307.980944484519,86.0349743788125,14.7251580409645,12.475400380758,11595725.5551978,69.0323040337833,2906.72537688475,12.3488476235005,-53.87,-7521.12684530847
5,333.871271451512,86.2857666503274,11.3958693204741,12.0525133100017,70747580.5590777,34.3532470817511,1442.5261631287,11.9098918096133,-41.62,-59626.7366287043
5,977.171155979128,67.2382455910351,9.44648057988181,8.74727805512082,66143699.6053713,15.4582297023821,720.750959441668,4.41915064852724,-21.28,-73644.2100922026
5,347.393664958016,67.1651252697803,11.3091975933319,11.8042960600704,17023546.0865478,55.0351644050817,1054.55302633586,13.1668536375127,-46.59,-14462.5708665972
5,976.748683884018,58.9322015904898,9.44105335651248,9.33848064589823,70539970.9319912,10.7940672467563,652.175802895069,3.54216718648758,-20.38,-78616.9702592002
5,351.19057143931,81.0902201806621,11.3958693204741,11.6459320095023,77056059.9451444,34.5181296772803,1015.01390674449,12.2233988702687,-40.15,-64977.2579597141
5,329.477498655652,77.274855637171,13.4599174134488,12.2305576769022,79748524.1627342,69.1263442438326,1681.77021158681,12.7605907423735,-43.48,-56907.0991606203
5,307.980944484519,86.0349743788125,14.7251580409645,12.475400380758,1428836.2985704,68.8184311595984,2678.76417010574,12.3488476235005,-62.95,-926.927007093587
5,788.447174674879,58.9437261068351,14.8561693120308,10.9476637371292,72437062.6235058,54.9124559852593,687.612397556489,8.63711959165075,-32.95,-49929.3499697928
4,995.171312211183,81.1741928620872,11.3266982393245,13.0211904151681,77076232.1267077,39.0063927916801,542.67604926845,6.5068851338955,-28.95,-71607.5904045829
5,859.213933994942,66.3709634522188,13.7770951650085,11.7246859189199,42567514.2601472,33.1768210578791,648.652268319122,8.11477303434547,-32.95,-31927.2569377929
4,375.820878040559,67.7712059051365,14.8443025683264,11.7477115130283,25631695.0812533,55.0351644050817,732.637064070693,13.2566573975573,-45.85,-16645.6653855053
4,652.408626668727,61.9926955317263,8.38514685300018,11.5114633224736,76690958.7861124,35.9177981573913,526.455737507353,11.0190268673747,-29.34,-92013.2499079868
4,363.055981682225,67.5163411358919,14.7389954654028,13.3399656794293,1395341.54867399,49.8745052100861,776.790719380837,14.4951791897392,-60.78,-911.685981797825
2,900.592237317275,88.7051746711494,14.9117855010318,12.0296283355045,33962434.84602,8.49762606229265,379.913554169034,9.27599919168745,-30.52,-23669.1432480219
5,348.622407389319,69.0560202345746,11.7310834797967,14.5967849224081,10244223.6638189,50.9293394549859,1360.78980497701,15.2414945845279,-51.68,-8388.81133898851
5,303.545705675603,86.0461722932147,11.4168736485629,12.475400380758,11571464.276414,68.8184311595984,3123.07096237093,15.2872426200835,-51.89,-9667.34660337777
5,850.059461133584,88.9711497757564,11.2238973093526,13.9311935054169,26478904.8499829,54.5430696576369,655.559211502148,7.80979989290549,-36.45,-24369.1437901329
