0,({inOrbit[3;2,4,7;]}),0.0,0.0,1.0
1,({notInOrbit[4;3,7,8;]}||({inOrbit[2;2,3,5;]}&&({notInOrbit[0;7,9;]}||({inOrbit[1;1,5,11;]}&&{notInOrbit[0;3,5,8;]})))||({notInOrbit[4;5,6,10;]}&&{inOrbit[3;5,6,9;]})),0.010535557506584723,0.0967741935483871,7.0
2,({inOrbit[0;2,8;]}),0.0,0.0,1.0
3,({notInOrbit[1;1,2,9;]}),0.05141579731743666,0.5564516129032258,1.0
4,({notInOrbit[3;3,4,7;]}),0.06736111111111111,0.782258064516129,1.0
5,({notInOrbit[2;2,5,11;]}||{notInOrbit[2;3,6,7;]}||({inOrbit[1;3,6,9;]}&&{inOrbit[0;1,7,10;]})),0.06284845413076533,1.0,4.0
6,({notInOrbit[4;3,6,9;]}||{notInOrbit[0;4,9,11;]}),0.052976515565264885,0.782258064516129,2.0
7,({inOrbit[2;2,9;]}),0.0,0.0,1.0
8,((({notInOrbit[3;7,8,11;]}||{inOrbit[3;1,2,4;]})&&({notInOrbit[0;0,7,10;]}||{inOrbit[2;8,9;]}))||({inOrbit[0;0,5,8;]}&&{inOrbit[1;0,3,8;]})),0.012515644555694618,0.08064516129032258,6.0
9,({notInOrbit[2;5,10,11;]}||{inOrbit[1;7,8;]}||({notInOrbit[1;2,7,8;]}&&{inOrbit[0;0,6,8;]})),0.08206896551724138,0.9596774193548387,4.0
10,({inOrbit[3;3,4,6;]}&&{notInOrbit[3;0,4,9;]}),0.0,0.0,2.0
11,(({inOrbit[1;0,4,10;]}||{notInOrbit[0;8,9,11;]})),0.005838198498748957,0.056451612903225805,2.0
12,({notInOrbit[0;6,7;]}),0.007183908045977011,0.08064516129032258,1.0
13,({notInOrbit[0;1,6,10;]}),0.014285714285714285,0.14516129032258066,1.0
14,(({notInOrbit[0;1,2,5;]}&&({inOrbit[1;1,6;]}||{notInOrbit[3;0,3,9;]}))||({inOrbit[3;0,6,10;]}&&{notInOrbit[3;5,7;]})),0.1011608623548922,0.9838709677419355,5.0
15,({notInOrbit[3;2,5,10;]}),0.0741444866920152,0.9435483870967742,1.0
16,({inOrbit[0;4,11;]}||({notInOrbit[1;1,3,7;]}&&{notInOrbit[1;0,1;]})),0.054098360655737705,0.532258064516129,3.0
17,({inOrbit[3;4;]}&&({inOrbit[2;3,10;]}||({notInOrbit[4;2,6,8;]}&&{notInOrbit[2;0,3,4;]}&&({inOrbit[3;8;]}||({notInOrbit[3;0,1,6;]}&&{inOrbit[4;6,8;]}))))),0.0,0.0,7.0
18,({inOrbit[2;4,8,9;]}||{inOrbit[1;2,3,10;]}||({inOrbit[0;7,9;]}&&{notInOrbit[0;5;]})||({inOrbit[1;0,8,10;]}&&({inOrbit[2;2,4;]}||{notInOrbit[1;1,10,11;]}))),0.0,0.0,7.0
19,(({notInOrbit[4;3,6,11;]}||{inOrbit[0;0,1,6;]}||{inOrbit[1;1,7;]})),0.07309184993531695,0.9112903225806451,3.0
