0,({notInOrbit[1;1;]}&&({notInOrbit[1;2,7,9;]}||{notInOrbit[0;0,6,9;]})),0.034528552456839307,0.41935483870967744,3.0
1,({inOrbit[4;4,6,7;]}&&{notInOrbit[0;2,4,7;]}&&{notInOrbit[0;2,6,9;]}&&({inOrbit[4;3,9,11;]}||{notInOrbit[0;0,1;]}||({inOrbit[4;2;]}&&{inOrbit[3;1,6,7;]}))&&({inOrbit[3;4,5,8;]}||{inOrbit[0;3,5,7;]})),0.0,0.0,9.0
2,({notInOrbit[4;3,5,10;]}&&{inOrbit[1;1,3,10;]}&&((({notInOrbit[3;1,2,3;]}||({inOrbit[2;2,3;]}&&{inOrbit[2;9,11;]}))&&({inOrbit[0;2,4,5;]}||{inOrbit[1;1,3,11;]}))||({notInOrbit[4;6,8,10;]}&&({notInOrbit[4;0,1,2;]}||{inOrbit[3;2,3,10;]})))),0.0,0.0,10.0
3,({notInOrbit[4;2,4;]}||({inOrbit[0;2,10,11;]}&&({notInOrbit[3;3,6,7;]}||{inOrbit[1;0;]}||{notInOrbit[1;3,4,11;]}||({inOrbit[3;5,7;]}&&({inOrbit[4;0,2,9;]}||{notInOrbit[0;1,4,11;]})))&&({notInOrbit[1;3,7,11;]}||({inOrbit[2;7,8,10;]}&&{inOrbit[1;2,10;]})))),0.06946778711484594,1.0,11.0
4,(({inOrbit[1;3,9,11;]}||{notInOrbit[0;1,4,7;]})),0.04609375,0.47580645161290325,2.0
5,(({inOrbit[1;0,1,7;]}&&({inOrbit[4;1,5,11;]}||({notInOrbit[0;1,11;]}&&{inOrbit[0;1,2,5;]}))&&({inOrbit[4;1,7;]}||{inOrbit[1;0,1,7;]}))||({inOrbit[0;6,7,8;]}&&({inOrbit[3;0,3,4;]}||{notInOrbit[2;2,7,11;]})&&({inOrbit[2;0,4,8;]}||{inOrbit[3;6,9,11;]}))),0.0,0.0,11.0
6,({notInOrbit[1;6,8,10;]}&&{notInOrbit[0;0,4,9;]}&&{notInOrbit[0;3,4,10;]}&&({notInOrbit[2;6,7;]}||({notInOrbit[1;1,4,8;]}&&{inOrbit[0;0,3,6;]}))),0.0,0.0,6.0
7,({notInOrbit[4;6,7,11;]}||{inOrbit[0;0,1,5;]}||{inOrbit[2;1,3,9;]}||{inOrbit[2;1,7,10;]}),0.011274934952298352,0.10483870967741936,4.0
8,({notInOrbit[2;1,3,9;]}&&{notInOrbit[2;0,2,4;]}&&{inOrbit[3;4,5,7;]}),0.0,0.0,3.0
9,({inOrbit[4;2,4,5;]}&&{notInOrbit[4;6,8,10;]}&&({notInOrbit[1;0,5,9;]}||{inOrbit[0;3,6,8;]}||({inOrbit[0;3,9,11;]}&&{inOrbit[2;1,4,11;]}))),0.0,0.0,6.0
